0.0010652,0.00083216,0.0018878,0.00038293,1.6255e-06,2.8065e-06
0.00021881,0.00094535,0.00043317,0.00078194,6.6122e-07,6.6194e-06
0.00099541,0.00042878,0.00060089,9.6294e-05,3.1484e-07,3.6519e-06
2.5065e-05,0.0013371,0.00094231,0.00093357,9.3645e-06,5.9137e-07
0.00069343,0.0012961,0.0016,0.00031385,4.0273e-06,4.7151e-08
0.00021544,0.0010122,0.00048467,0.00033784,4.0611e-06,6.3977e-07
0.00033842,0.00093597,0.0016265,0.00025649,1.6581e-06,5.0942e-07
4.9791e-06,6.7719e-05,0.00068076,0.0003989,1.4704e-05,3.3909e-06
0.00036251,0.00074728,0.0019247,6.45e-05,8.1326e-07,3.0995e-07
4.4818e-05,0.00073801,0.00042567,1.8238e-05,6.149e-06,1.2889e-05
0.00050386,0.00022894,6.5197e-05,1.4542e-05,5.0383e-06,7.5242e-06
3.2298e-05,0.0007586,0.00062093,0.00015098,5.76e-06,6.6818e-06
0.00058889,0.0012967,0.0027507,0.00052814,1.7863e-06,2.4373e-06
0.00017101,0.0012819,0.00029769,0.0005451,3.4921e-06,2.3015e-07
0.0012855,3.143e-06,0.00074801,1.8298e-06,8.2813e-06,4.3422e-06
0.00033384,0.00028049,9.594e-05,3.5087e-05,1.0988e-05,5.5254e-06
0.00024832,0.00072538,0.00070903,0.00042695,2.6684e-07,1.1164e-06
5.9525e-05,8.1479e-05,0.00014113,0.00011173,7.942e-06,5.8023e-06
0.00096356,0.0012022,0.0010984,0.00021798,5.926e-06,7.299e-06
6.4845e-05,0.0007676,0.00031037,0.00010553,8.0639e-06,6.0368e-06
0.00053146,0.00080356,0.0034798,0.00034145,8.5394e-07,3.2208e-06
4.6262e-05,0.00079574,0.00021282,0.00076364,8.7721e-07,6.5881e-06
3.8717e-05,0.00012694,0.00027343,0.00012065,4.5586e-06,3.6667e-06
3.9384e-06,0.00020489,0.00040124,0.00071653,7.9742e-06,4.3752e-06
0.00055417,0.00045176,1.6293e-05,0.00080918,2.6047e-06,4.0323e-06
9.1184e-05,0.00021524,0.00072678,0.00064664,6.3338e-08,3.7583e-06
0.00020784,0.0013318,0.0034706,0.00032598,6.659e-07,8.2968e-06
6.3435e-05,0.00029894,3.8208e-05,0.0002187,2.2751e-06,3.2579e-07
0.00021674,0.00082453,0.00088225,0.00017094,7.2869e-06,4.9259e-06
0.00010439,0.002815,0.000159,0.00012283,8.3547e-06,5.0235e-06
0.00040982,0.00085408,0.0013281,5.2957e-05,1.2212e-06,5.4709e-06
0.00019753,0.00016269,0.00038909,0.0006993,7.6498e-06,2.6073e-06
5.3246e-05,0.0001517,7.3123e-05,0.00051033,1.4477e-06,7.5391e-07
0.00020522,0.00010616,0.0014508,0.00050515,5.2962e-06,3.9085e-06
0.00031537,0.00090585,0.0028498,0.00040375,3.9075e-06,6.9764e-07
8.1968e-05,2.7439e-05,0.00040958,0.0007196,5.9344e-06,8.5687e-07
0.00012002,0.00048861,0.00048976,1.6281e-05,4.0397e-06,2.8787e-06
5.7791e-05,0.00087015,0.0002929,0.0002279,1.3062e-06,1.5514e-06
0.00011954,1.62e-05,0.002592,0.00017909,3.1065e-06,2.3939e-06
9.9254e-05,0.00079021,0.00012184,8.211e-05,1.3852e-05,3.1141e-06
0.00017004,0.00015592,0.00029715,0.00056045,1.2701e-06,1.8495e-06
8.2445e-05,0.0011142,0.00055035,0.00045837,1.7259e-05,2.602e-06
0.00092377,0.0013216,0.00014741,5.1523e-05,1.6192e-06,2.4443e-06
0.00022473,0.0010948,0.0014641,0.00041477,7.4387e-07,7.3885e-06
0.00052551,5.2733e-05,0.0010351,7.0791e-05,6.8019e-07,7.7299e-07
0.00029209,0.00051533,5.2301e-05,0.00020203,9.7488e-06,1.2225e-06
8.8297e-05,4.0529e-05,0.0018414,0.00020241,9.0802e-07,3.1873e-06
4.3563e-05,7.3629e-05,0.00067854,0.00075818,1.0123e-05,8.3426e-06
0.00050276,0.0008241,0.0042286,0.0002649,1.4404e-06,6.6803e-06
0.00013234,0.0014344,0.00066733,0.00020573,1.382e-06,3.496e-06
0.00023553,0.00011876,0.00079383,0.00031601,7.4606e-06,1.7093e-06
7.4438e-05,0.00078599,6.7558e-05,0.00013626,7.6538e-06,1.1422e-05
0.00056123,0.00017424,0.00023214,0.0010335,1.0296e-06,1.7465e-06
7.6276e-05,0.0012808,0.0004023,0.00057214,3.7373e-07,7.5411e-07
0.00036338,0.00083687,0.0028293,0.00019609,7.4491e-07,3.8607e-06
7.5238e-05,0.00032884,0.00020318,0.00020453,6.2155e-06,3.2807e-06
0.00098805,0.00083214,0.0012111,5.6607e-05,1.5987e-06,1.905e-06
0.00012124,8.7443e-05,4.7562e-05,0.00030647,2.8217e-06,3.3816e-06
0.00057049,0.0010279,0.00047179,0.00019778,5.6919e-06,1.6394e-06
2.0364e-05,0.0012966,2.1631e-05,0.00023158,5.9372e-06,2.5512e-06
0.0001306,0.00018731,0.0010655,0.00043385,1.6597e-07,1.3049e-05
2.1907e-05,8.0806e-05,0.00030365,0.00033214,3.8257e-06,5.3533e-06
0.00039049,0.00028975,0.00029833,9.8743e-05,1.9586e-06,7.4708e-07
0.00023873,0.00090517,0.00088814,0.00025025,7.0834e-06,5.7404e-06
0.00048967,0.0016461,0.0011484,0.00017188,5.5786e-06,1.0493e-06
0.00012061,0.0016878,0.0014546,0.00019282,6.5483e-06,2.6941e-06
0.00072919,0.00012687,0.0014063,0.00035321,9.7811e-07,5.7452e-07
0.00012379,0.00053174,0.00075906,3.8771e-06,4.5095e-06,3.653e-06
0.00077063,0.0010402,0.00038136,0.00054069,8.1566e-06,3.3051e-06
0.00011911,0.0024934,0.0003602,5.621e-05,1.1266e-05,1.8343e-06
0.00024917,0.0012902,0.0012524,0.00031887,3.5065e-06,1.3599e-06
0.00015103,0.00066584,0.0003752,0.00041364,6.4418e-06,3.0991e-06
0.00062677,8.5416e-05,0.0002893,0.00016227,2.3106e-06,3.6433e-06
6.423e-05,0.0007407,0.0004957,0.00047831,6.6278e-07,4.2096e-06
3.0044e-05,0.00047176,0.00086154,0.00035864,3.3985e-06,1.1321e-06
0.00025857,0.00097503,0.00034278,0.00016263,3.8415e-06,3.9764e-06
0.00025365,0.0004798,0.00079886,0.00024806,1.018e-06,5.6941e-06
0.00027042,0.00032128,0.0010729,0.00025634,1.588e-06,1.4884e-06
0.00029735,0.00028963,0.0014671,0.0003824,3.4895e-06,8.5773e-06
0.00039527,0.00033146,0.00015057,0.00049006,9.5481e-06,6.7049e-06
0.00075539,0.0011722,0.0013192,0.00023733,1.954e-06,6.7594e-06
8.1208e-05,0.00040425,0.0014985,0.00040943,4.6862e-06,1.0693e-05
0.00040422,0.00052919,0.00050601,0.00026302,5.1444e-06,4.78e-06
5.1803e-05,0.00052343,0.00068352,0.00026013,9.9843e-06,5.6616e-06
0.00090022,0.00065184,0.0013426,0.00014942,8.576e-06,7.728e-07
0.00011307,0.00040143,0.00026733,0.00012637,2.4003e-06,3.609e-06
0.00036957,0.00042793,0.00016826,0.00013906,5.0876e-06,3.9494e-06
1.001e-05,0.00080447,0.00014303,0.00026572,2.1831e-05,7.9749e-07
0.00032817,0.00066709,0.00022879,0.00016739,8.0412e-07,5.4318e-07
0.00042392,7.4359e-05,0.00012152,0.00036903,4.2759e-06,1.6335e-06
0.00027359,0.00025031,0.001504,0.00012982,9.2909e-07,5.6118e-06
