0.12104,0.0024833,0.22034,0.0046435,0.0024412,0.0036595,0.14106,0.41159,0.084969,0.0045268,0.0048354,0.0032152,0,0.0049029,0.0029439
0.12208,0.0046129,0.22018,0.0042358,0.0024675,0.003473,0.14098,0.41165,0.084936,0.0034434,0.0048967,0.0044439,0.0012806,0.0043191,0.0041609
0.12491,0.0025399,0.22019,0.0028338,0.0026209,0.0036333,0.14043,0.40306,0.084738,0.0043953,0.0043584,0.0030992,0,0.0044469,0.0021929
0.12416,0.004681,0.22028,0.0040252,0.0025697,0.0035313,0.14094,0.41157,0.084992,0.0045624,0.0039099,0.0048475,0,0.0044927,0.0027706
0.12523,0.004967,0.2201,0.0048811,0.0026443,0.0032877,0.14097,0.41183,0.08512,0.0046891,0.0037727,0.0031629,0.0015315,0.0033738,0.0040604
0.12461,0.0029557,0.22018,0.002688,0.0046052,0.0046817,0.14103,0.41205,0.08525,0.0045188,0.0023971,0.0043981,0,0.0033334,0.0043105
0.12451,0.0044282,0.22038,0.0029687,0.0025018,0.0031835,0.14103,0.41388,0,0.004339,0.0024841,0.0032417,0.0013181,0.003284,0.0025212
0.12488,0.0049893,0.21939,0.0028783,0,0.0044509,0.14141,0.4115,0.085002,0.0043495,0.0048505,0.0033328,0,0.0034592,0.0025669
0.12486,0.0045397,0.22044,0.0027901,0,0.0049023,0.14093,0.41142,0.084834,0.0046757,0.0025825,0.0032259,0,0.0040695,0.002573
0.12547,0.0028137,0.22041,0.0033511,0.0028452,0.0036632,0.14104,0.41165,0.083798,0.0048542,0.0037318,0.0045363,0,0.0036027,0.0044827
0.12358,0.0028703,0.22098,0.0046575,0.0025632,0.0034412,0.14061,0.41188,0,0.0044959,0.0039493,0.0030521,0.0013893,0.0034875,0.0026657
0.12092,0.0032762,0.22031,0.0030139,0.0026342,0.0037631,0.14103,0.41196,0,0.0054092,0.0028722,0.0039981,0,0.0045026,0.0026682
0.12432,0.0022397,0.22037,0.0028766,0.0025884,0.0037789,0.14104,0.41156,0.084934,0.0030205,0.0039938,0.0024518,0.0013041,0.0034353,0.002802
0.12135,0.0047245,0.22026,0.0026392,0.0044977,0.003422,0.14103,0.41168,0.085209,0.0041037,0.0049768,0.0048854,0,0.0041731,0.0029258
0.12529,0.0025953,0.2202,0.0028761,0.0023108,0.0033613,0.14097,0.4116,0.084955,0.0042348,0.0025374,0.0030931,0.0015353,0.0040912,0.0027973
0.12535,0.0048896,0.22024,0.0037521,0.0021912,0.0032997,0.141,0.41247,0.085064,0.0042907,0.0033715,0.0032523,0.0012819,0.0047784,0.002407
0.12488,0.004719,0.22027,0.0044223,0,0.003645,0.14093,0.41322,0.084746,0.0038265,0.0044822,0.0033452,0,0.0049867,0.0025723
0.12446,0.0046981,0.22022,0.0033115,0.0026265,0.0044836,0.14099,0.41143,0.083517,0.0040309,0.0040574,0.0036145,0,0.0035138,0.0049039
0.12402,0.0026588,0.22071,0.00036575,0.0025442,0.0022955,0.14174,0.41263,0.083914,0.0045082,0.0027537,0.0031185,0,0.003313,0.0048345
0.12796,0.0024272,0.2203,0.00259,0,0.0025553,0.141,0.41104,0.084942,0.004335,0.0023772,0.0047668,0.0012154,0.0041217,0.0025461
0.12769,0.0044392,0.22107,0.002867,0.002347,0.0032593,0.14086,0.41146,0.087144,0.0042984,0.0048478,0.0031673,0,0.0044902,0.0039221
0.12483,0.0025572,0.22024,0.0042258,0,0.004404,0.141,0.41179,0.085045,0.0045906,0.0042026,0.0047513,0.0012686,0.0032354,0.0025744
0.12349,0.0041968,0.2192,0.0028922,0.0025012,0.0033285,0.14107,0.4116,0.085067,0.0043559,0.0026934,0.0032534,0.0014351,0.003775,0.0025253
0.12479,0.0038298,0.22057,0.0026204,0.0025678,0.0036859,0.1408,0.41185,0.0046111,0.0046315,0.0026266,0.003312,0,0.0035568,0.0029176
0.11999,0.0022547,0.22028,0.0027689,0,0.0037503,0.14088,0.41041,0.085039,0.0046675,0.0024446,0.0032822,0.0013671,0.0042395,0.0026054
0.12432,0.0026498,0.22036,0.0041678,0.0024585,0.0036447,0.1412,0.41192,0.085354,0.0043468,0.0038706,0.0032123,0.0014323,0.0030837,0.0023897
0.12552,0.0025527,0.22,0.0031664,0.0023891,0.0035019,0.14099,0.41223,0.084738,0.0045388,0.0025665,0.0032205,0,0.0040502,0.0026424
0.12527,0.0026008,0.2201,0.0028409,0.0024598,0.003658,0.14098,0.41177,0.0853,0.0042756,0.0038837,0.0048595,0,0.0048673,0.003998
0.12381,0.0049908,0.22051,0.0031296,0.0024877,0.0035416,0.14128,0.41182,0.085206,0.0043036,0.0040183,0.003054,0,0.0049911,0.0028869
0.12432,0.0049475,0.2201,0.004537,0.0026173,0.0039109,0.14094,0.41168,0.085023,0.0045326,0.0039368,0,0,0.0036264,0.0047413
0.12407,0.0023629,0.22059,0.0014408,0.0025949,0.0034961,0.14088,0.41197,0.085536,0.0044126,0.002615,0.0030433,0,0.0033955,0.0039774
0.12442,0.0025485,0.21996,0.0026029,0.0027168,0.0037009,0.14111,0.41172,0.085206,0.004314,0.0024628,0.0032121,0.0013279,0.0035539,0.0026203
0.12479,0.0023939,0.22025,0.0039776,0.0026856,0.0044487,0.14118,0.40978,0.085241,0.0043259,0.0038863,0.0022503,0.0011759,0.0048381,0.0026312
0.12343,0.0040474,0.22014,0.0028658,0.0022338,0.0035196,0.14085,0.41157,0.084769,0.0048171,0.0045394,0.0025714,0.0012145,0.0029581,0.0024241
0.12446,0.0047048,0.22055,0.0047249,0.0024407,0.0033062,0.14099,0.42037,0.084889,0.0045244,0.00275,0.0030681,0.0012333,0.00478,0.0048183
0.12779,0.0048947,0.21933,0.0028324,0,0.0044238,0.14098,0.41129,0.084933,0.0042569,0.0023634,0.0045409,0,0.0031761,0.0028645
0.12484,0.0047318,0.22027,0.0031569,0,0.003385,0.14141,0.41153,0.084873,0.0045561,0.0039666,0.0034781,0.0016793,0.0048361,0.0024071
0.12409,0.0045328,0.21949,0.0045064,0.0024251,0.0035396,0.14098,0.40276,0.083601,0.0045565,0.0028261,0.004985,0,0.0033961,0.0026769
0.12066,0.0044985,0.22001,0.0010036,0,0.0034628,0.14067,0.41185,0,0.0040836,0.004458,0.0046019,0,0.004568,0.0048358
0.12421,0.0049132,0.22022,0.0029191,0,0.0029462,0.14103,0.41164,0,0.0044844,0.0042191,0.0049958,0.0011895,0.0046763,0.0027938
0.12457,0.0024423,0.22034,0.0027262,0.0026454,0.003586,0.14061,0.41201,0.085081,0.0043437,0.0031019,0.0033606,0.0012803,0.004895,0.004837
0.12375,0.0022176,0.22013,0.0027341,0.0025775,0.0033039,0.14077,0.41205,0.084813,0.0034521,0.0023032,0.0031683,0.0013864,0.0035008,0.0027239
0.12813,0.0025754,0.22035,0.0027595,0.0023223,0.0034905,0.14102,0.41042,0.085154,0.0044263,0.0041864,0.0048002,0,0.0033535,0.0024753
0.1246,0.0043933,0.22022,0.0045909,0.0045531,0.0035166,0.14096,0.41368,0.084678,0.0044049,0.0036742,0,0.0012708,0.0043373,0.0038968
0.1209,0.0046772,0.21865,0.0044482,0,0.0031427,0.14041,0.41037,0.084917,0.0044522,0.0026544,0.0031705,0.0012234,0.0032404,0.0030459
0.1246,0.0025398,0.22034,0.0030744,0.0022632,0.0037429,0.14103,0.41177,0.085114,0.0042414,0.0024365,0.0030982,0,0.0030725,0.0048073
0.12541,0.0034511,0.22025,0.0015759,0.0030925,0.0041741,0.14088,0.41164,0.085106,0.0041711,0.0032445,0.0032925,0,0.0037107,0.0030278
0.12435,0.004365,0.22021,0.0029379,0.0021258,0.0036762,0.14102,0.41187,0,0.0044196,0.0039596,0.003177,0.0012587,0.0034448,0.0025209
0.12463,0.0039146,0.22093,0.0046211,0.0025426,0.0034956,0.14104,0.41167,0.084673,0.0042829,0.0028429,0.0049699,0,0.0043442,0.0028129
0.12385,0.004276,0.22015,0.0030083,0.002344,0.0044772,0.14098,0.41023,0.086593,0.0044586,0.0041362,0.0048847,0.001469,0.0046532,0.0049557
0.12477,0.0036246,0.22188,0.0041963,0.0026782,0.0045823,0.14106,0.41195,0.086768,0.00421,0.0028966,0.0029788,0,0.0032705,0.0029293
0.12807,0.0048733,0.22046,0.0012473,0.0025457,0.004772,0.14128,0.41149,0.086699,0.004446,0.0027888,0.0032249,0.0015354,0.0030508,0.0042902
0.12436,0.0024555,0.22019,0.0029079,0.0022625,0.0048142,0.14094,0.41998,0.08511,0.0033786,0.0045251,0.0045587,0.0011753,0.0046469,0.0048762
0.12447,0.0030301,0.22018,0.003267,0.0032094,0.0032235,0.14105,0.41056,0.084817,0.0047909,0.0031462,0.0036761,0.0012747,0.0039962,0.0032446
0.12105,0.0049956,0.22026,0.0044684,0,0.0035988,0.14105,0.41358,0.08495,0.0036036,0.0030114,0.0049687,0.0012912,0.0046801,0.0026549
0.12767,0.0023581,0.22019,0.0024663,0,0.0033454,0.14077,0.41131,0.084432,0.0032189,0.0045041,0.0034606,0,0.0034921,0.0049179
0.12408,0.0039778,0.2205,0.0029627,0.0024441,0.0034145,0.14092,0.41168,0.085133,0.0044729,0.0025523,0.0038492,0,0.0044547,0.0025395
0.11987,0.0029731,0.22017,0.0049828,0.0023907,0.0046769,0.14085,0.41112,0.085498,0.0040905,0.0045316,0.0044706,0,0.0044104,0.0024512
